Animal-Animal ID,Animal-Birth ID 1,Animal-BW 1-Value,Animal-BW 1-Reliability,Animal-PW-Value,Animal-PW-Reliability,Animal-A2 Status,Animal-Calving Date,Animal-Custom: Animal Fate (died),Pre-Calving-Expected Calving Date,Dam-Cow No.,Dam-Official ID,Sire-Name,Sire-Sire ID,Calf-Birth ID 2,Calf-Birth Date,Calf-BW 2-Value,Calf-BW 2-Reliability,Calf-Sex,Calf-Fate
229,MRFT-12-72,150,59,125,72,A1/A2,27 Aug 2020,,,,CRYR-04-9,ST PETERS OBSIDIAN,510016,PQVV-20-32,27 Aug 2020,234,29,F,Reared
256,PQVV-17-3,173,47,147,40,A1/A2,27 Aug 2020,,,,PQVV-14-91,OKURA LT INTEGRITY,311013,PQVV-20-30,27 Aug 2020,251,33,F,Reared
295,MQVR-17-34,247,52,199,42,A1/A2,27 Aug 2020,,,,HJTQ-09-31,OKURA LT INTEGRITY,311013,,27 Aug 2020,,,M,Bobbied
347,WTNG-14-65,94,50,64,58,A1/A2,27 Aug 2020,,,,MQVR-11-83,HOWIES CHECKPOINT,508077,,27 Aug 2020,,,M,Bobbied
366,MRFT-12-13,210,59,422,73,A1/A2,27 Aug 2020,,,,FVVY-04-187,ST PETERS OBSIDIAN,510016,,27 Aug 2020,,,M,Bobbied
390,PQVV-12-105,134,57,-13,71,A1/A2,27 Aug 2020,,,,HJTQ-06-167,WAIWIRA WARLORD,511038,PQVV-20-31,27 Aug 2020,232,36,F,Reared
392,PQVV-18-147,162,27,156,10,A1/A1,27 Aug 2020,,,457,PQVV-16-39,,HKYM-16-89,,27 Aug 2020,,,M,Bobbied
398,WTNG-15-72,87,21,248,50,A1/A2,27 Aug 2020,,,,,,,PQVV-20-29,27 Aug 2020,195,19,F,Reared
420,MRFT-14-98,131,55,224,65,A1/A2,27 Aug 2020,,,,MQVR-08-69,CUTFORTHS LORD BRIAN,506063,,27 Aug 2020,,,M,Bobbied
423,PQVV-14-120,34,22,126,55,A1/A2,27 Aug 2020,,,,,,,PQVV-20-128,27 Aug 2020,165,21,M,Reared
424,PQVV-18-154,184,28,172,10,A2/A2,27 Aug 2020,,,202,PQVV-16-62,,HKYM-16-24,,27 Aug 2020,,,M,Bobbied
455,PQVV-16-11,163,54,180,59,A1/A2,27 Aug 2020,,,213,PQVV-13-1,BOURKES LRT RIPPER,311044,,27 Aug 2020,,,M,Bobbied
13,PQVV-18-35,138,42,140,15,A2/A2,28 Aug 2020,,,,MQVR-10-26,FICHTL 5-STAR SULTAN S3J,313040,,28 Aug 2020,,,M,Bobbied
40,MQVR-14-36,158,56,190,68,A1/A2,28 Aug 2020,,,,HJTQ-09-37,ANNALYSER,509116,PQVV-20-35,28 Aug 2020,238,29,F,Reared
52,PQVV-17-18,117,42,53,38,A1/A2,28 Aug 2020,,,,,BELLS CM CONRAD S2J,312057,PQVV-20-127,28 Aug 2020,215,33,M,Reared
131,PQWH-18-60,197,44,190,16,A2/A2,28 Aug 2020,,,,HJTQ-13-6,BELLS CM CONRAD S2J,312057,,28 Aug 2020,,,M,Bobbied
167,PQVV-14-93,96,32,144,58,A1/A2,28 Aug 2020,,,,HJTQ-06-153,CUTFORTHS LORD BRIAN,506063,,28 Aug 2020,,,M,Bobbied
215,HKYM-18-109,230,42,225,15,,28 Aug 2020,,,,HKYM-14-27,BONACORD MURMUR BOLT,313016,,28 Aug 2020,,,M,Bobbied
244,MRFT-15-29,128,52,162,60,A1/A2,28 Aug 2020,,,,MRFT-09-17,TIRONUI MEGANEV,307055,PQVV-20-37,28 Aug 2020,212,29,F,Reared
270,MQVR-17-19,203,52,181,41,A1/A2,28 Aug 2020,,,40,MQVR-14-36,CHARDONNAY FRANKIE,312014,PQVV-20-36,28 Aug 2020,257,36,F,Reared
289,PQVV-15-69,211,51,371,58,A1/A2,28 Aug 2020,,,,PQVV-12-85,WILLAND SIA DUETTO,310034,,28 Aug 2020,,,M,Bobbied
293,WTNG-18-4,200,43,215,15,,28 Aug 2020,,,,WTNG-12-39,PRIESTS SIERRA,511011,,28 Aug 2020,,,M,Bobbied
359,MQVR-17-50,169,52,144,42,A1/A2,28 Aug 2020,,,6,MQVR-13-22,BELLS CM CONRAD S2J,312057,,28 Aug 2020,,,M,Bobbied
363,PQVV-16-27,208,53,226,56,A2/A2,28 Aug 2020,,,,PQVV-12-4,BOURKES LRT RIPPER,311044,PQVV-20-34,28 Aug 2020,268,35,F,Reared
378,PQVV-16-66,95,28,69,46,A2/A2,28 Aug 2020,,,,PQVV-13-100,SOUTH LAND JERICHO ET S3J,311019,,28 Aug 2020,,,M,Bobbied
431,PQVV-18-14,150,44,126,16,,28 Aug 2020,,,154,MRFT-09-27,BELLS CM CONRAD S2J,312057,,28 Aug 2020,,,M,Bobbied
433,MRFT-15-5,93,54,45,63,A1/A2,28 Aug 2020,,,,MRFT-09-124,TAWA GROVE KRC TANA,309030,,28 Aug 2020,,,M,Bobbied
461,PQVV-18-153,142,15,168,6,,28 Aug 2020,,,63,WTNG-16-56,,,,28 Aug 2020,,,M,Bobbied
466,MRFT-12-24,173,53,207,71,A2/A2,28 Aug 2020,,,,MRFT-08-114,HOWIES CHECKPOINT,508077,,28 Aug 2020,,,M,Bobbied
100,PQVV-16-69,224,53,189,56,A2/A2,29 Aug 2020,,,,MQVR-09-76,OKURA LT INTEGRITY,311013,,29 Aug 2020,,,M,Bobbied
143,MRFT-13-38,64,56,-45,71,A1/A1,29 Aug 2020,,,,FVVY-04-179,IL VERO AMORE POWER,511041,,29 Aug 2020,,,M,Bobbied
206,PQVV-16-64,180,55,26,59,A2/A2,29 Aug 2020,,,,HJTQ-10-132,BOURKES LRT RIPPER,311044,,29 Aug 2020,,,M,Died
409,PQVV-16-4,153,54,167,59,A2/A2,29 Aug 2020,,,,PQVV-12-23,KELLAND KC SPEEDWAY,309012,PQVV-20-38,29 Aug 2020,255,29,F,Reared
416,MRFT-15-93,211,53,230,59,A1/A2,29 Aug 2020,,,,MRFT-12-114,HILLSTAR LOT JESTER S3J,308128,PQVV-20-39,29 Aug 2020,120,13,F,Reared
463,PQVV-18-29,212,45,253,16,A2/A2,29 Aug 2020,,,6,MQVR-13-22,OKURA GOLDIE INDEX,312034,,29 Aug 2020,,,M,Bobbied
78,MRFT-17-95,173,50,214,41,A1/A2,30 Aug 2020,,,358,MRFT-14-112,BELLS CM CONRAD S2J,312057,PQVV-20-40,30 Aug 2020,102,13,F,Reared
124,PQVV-16-10,142,57,46,60,A2/A2,30 Aug 2020,,,,MRFT-09-110,LYNBROOK TERRIFIC ET S3J,309084,,30 Aug 2020,,,M,Bobbied
125,PQVV-18-28,129,44,123,15,A2/A2,30 Aug 2020,,,,HJTQ-10-187,BELLS CM CONRAD S2J,312057,,30 Aug 2020,,,M,Bobbied
166,PQVV-16-53,190,55,87,58,A2/A2,30 Aug 2020,,,,PQVV-13-31,LYNBROOK TERRIFIC ET S3J,309084,PQVV-20-42,30 Aug 2020,118,14,F,Reared
203,PQVV-15-46,195,51,254,57,A1/A2,30 Aug 2020,,,,HJTQ-08-254,HILLSTAR LOT JESTER S3J,308128,,30 Aug 2020,,,M,Bobbied
291,MRFT-15-24,96,57,50,62,A1/A2,30 Aug 2020,,,,MRFT-07-48,KELLAND KC SPEEDWAY,309012,PQVV-20-43,30 Aug 2020,204,37,F,Reared
340,MRFT-10-11,10,58,34,74,A1/A2,30 Aug 2020,,,,GDQD-04-62,LYNBROOK OM TALENT ET S3J,306083,,30 Aug 2020,,,M,Bobbied
412,MRFT-13-20,95,56,126,71,A1/A2,30 Aug 2020,,,,MRFT-07-56,CAWDOR PHAROAH,511045,,30 Aug 2020,,,M,Bobbied
439,MQVR-13-52,153,57,208,71,A1/A1,30 Aug 2020,,,,HJTQ-08-511,PAYNES PROPAGATOR,510014,PQVV-20-41,30 Aug 2020,99,14,F,Reared
456,PQVV-16-51,180,56,246,59,A2/A2,30 Aug 2020,,,336,PQVV-13-86,LYNBROOK TERRIFIC ET S3J,309084,,30 Aug 2020,,,F,Died
14,WTNG-18-6,213,44,211,15,,31 Aug 2020,,,,WTNG-13-23,PRIESTS SIERRA,511011,,31 Aug 2020,,,M,Bobbied
67,PQVV-17-8,120,25,146,33,A1/A2,31 Aug 2020,,,338,PQVV-12-54,LYNBROOK GG QUICKSILVER,312059,PQVV-20-47,31 Aug 2020,239,21,F,Reared
96,HKYM-18-122,185,40,207,14,A1/A2,31 Aug 2020,,,,WTNG-12-8,ARKANS BEAUT ET,511026,,31 Aug 2020,,,M,Bobbied
149,PQVV-18-152,163,28,148,10,A2/A2,31 Aug 2020,,,456,PQVV-16-51,,HKYM-16-68,,31 Aug 2020,,,M,Bobbied
168,PQVV-18-124,129,15,147,5,A1/A2,31 Aug 2020,,,184,PQVV-14-21,MAKARIOS MURMUR LAZARUS,313010,,31 Aug 2020,,,M,Bobbied
180,PQVV-18-157,131,15,125,5,A2/A2,31 Aug 2020,,,133,PQVV-16-9,,,,31 Aug 2020,,,M,Bobbied
221,MRFT-13-26,98,56,29,71,A1/A2,31 Aug 2020,,,,MRFT-07-29,CAWDOR PHAROAH,511045,PQVV-20-126,31 Aug 2020,200,28,M,Reared
259,PQVV-15-79,152,52,326,60,A1/A2,31 Aug 2020,,,,HJTQ-10-475,WILLAND SIA DUETTO,310034,,31 Aug 2020,,,M,Bobbied
268,PQVV-18-87,196,41,209,15,A1/A2,31 Aug 2020,,,415,MRFT-14-68,OKURA OLM KAINO ET,313046,,31 Aug 2020,,,M,Bobbied
275,PQVV-14-82,194,54,179,64,A1/A2,31 Aug 2020,,,,HJTQ-10-498,AMBROSE SUPER STAN,509047,,31 Aug 2020,,,M,Bobbied
283,MRFT-14-21,95,22,322,55,A1/A1,31 Aug 2020,,,,,,,PQVV-20-45,31 Aug 2020,195,21,F,Reared
360,PQVV-16-42,133,53,169,56,A2/A2,31 Aug 2020,,,,HJTQ-10-202,SOUTH LAND JERICHO ET S3J,311019,PQVV-20-46,31 Aug 2020,246,28,F,Reared
452,WTNG-16-19,156,54,127,59,,31 Aug 2020,,,,WTNG-13-8,MOODYS EXECUTIVE,511052,,31 Aug 2020,,,M,Bobbied
473,PQVV-17-49,220,52,95,41,A1/A2,31 Aug 2020,,,313,PQVV-13-37,LYNBROOK GG QUICKSILVER,312059,PQVV-20-44,31 Aug 2020,280,29,F,Reared
487,PQWH-18-2,146,42,125,15,A2/A2,31 Aug 2020,,,,MRFT-13-15,BELLS CM CONRAD S2J,312057,,31 Aug 2020,,,M,Bobbied
497,PQVV-18-112,180,40,178,15,A1/A2,31 Aug 2020,,,186,MRFT-14-55,MAKARIOS MURMUR LAZARUS,313010,,31 Aug 2020,,,M,Bobbied
3,PQVV-14-51,93,55,82,64,A1/A2,01 Sep 2020,,,,HJTQ-10-475,CUTFORTHS LORD BRIAN,506063,,01 Sep 2020,,,M,Bobbied
57,PQVV-16-71,153,53,254,58,A1/A2,01 Sep 2020,,,,HJTQ-10-103,SOUTH LAND JERICHO ET S3J,311019,PQVV-20-125,01 Sep 2020,225,29,M,Reared
173,PQVV-16-52,152,52,-6,56,A2/A2,01 Sep 2020,,,,PQVV-12-61,SOUTH LAND JERICHO ET S3J,311019,,01 Sep 2020,,,M,Died
178,PQVV-13-27,172,55,256,69,A1/A1,01 Sep 2020,,,,HJTQ-09-308,ASHVALES DOUBLESHOT,512010,PQVV-20-48,01 Sep 2020,265,29,F,Reared
312,PQVV-14-67,160,34,336,59,A1/A2,01 Sep 2020,,,,HJTQ-04-33,,,,01 Sep 2020,,,M,Bobbied
220,PQVV-16-7,182,53,176,59,A2/A2,02 Sep 2020,,,152,HJTQ-09-324,BOURKES LRT RIPPER,311044,PQVV-20-49,02 Sep 2020,255,35,F,Reared
245,HKYM-18-46,271,43,265,15,A2/A2,02 Sep 2020,,,,HKYM-13-39,BONACORD MURMUR BOLT,313016,PQVV-20-51,02 Sep 2020,151,11,F,Reared
250,MRFT-12-67,95,55,164,71,A1/A2,02 Sep 2020,,,,JMNG-04-70,MATAHUI NOBLE,511006,,02 Sep 2020,,,M,Bobbied
272,PQVV-18-126,83,41,105,15,A1/A2,02 Sep 2020,,,,MRFT-11-15,FICHTL 5-STAR SULTAN S3J,313040,,02 Sep 2020,,,M,Bobbied
274,HKYM-18-86,188,46,168,17,A2/A2,02 Sep 2020,,,,HKYM-14-162,KELLAND KC SPEEDWAY,309012,,02 Sep 2020,,,M,Bobbied
299,MRFT-15-21,174,52,169,58,A1/A1,02 Sep 2020,,,229,MRFT-12-72,TIRONUI MEGANEV,307055,PQVV-20-50,02 Sep 2020,251,35,F,Reared
305,PQVV-18-68,194,41,226,15,A2/A2,02 Sep 2020,,,,MRFT-13-109,BONACORD MURMUR BOLT,313016,,02 Sep 2020,,,F,Died
4,PQVV-17-72,237,52,244,41,A1/A2,03 Sep 2020,,,141,WTNG-14-13,OKURA LT INTEGRITY,311013,,03 Sep 2020,,,M,Bobbied
71,MQVR-13-69,80,56,89,71,A1/A2,03 Sep 2020,,,,HJTQ-10-483,TEN OAKS SEA-JAY,511012,PQVV-20-56,03 Sep 2020,184,30,F,Reared
74,PQVV-15-70,169,52,323,60,A1/A2,03 Sep 2020,,,,MRFT-09-92,WILLAND SIA DUETTO,310034,PQVV-20-57,03 Sep 2020,235,27,F,Reared
77,PQVV-17-63,216,52,309,42,A2/A2,03 Sep 2020,,,,PQVV-13-95,CHARDONNAY FRANKIE,312014,,03 Sep 2020,,,M,Bobbied
91,MQVR-14-8,193,56,316,68,A1/A2,03 Sep 2020,,,97,MRFT-10-9,HOWIES EASYRIDER,508140,PQVV-20-53,03 Sep 2020,247,28,F,Reared
110,MRFT-15-96,118,51,207,61,A1/A2,03 Sep 2020,,,,MRFT-07-13,KELLAND KC SPEEDWAY,309012,PQVV-20-54,03 Sep 2020,223,34,F,Reared
137,HKYM-18-70,233,44,255,15,A2/A2,03 Sep 2020,,,,WTNG-15-12,PRIESTS SIERRA,511011,,03 Sep 2020,,,M,Bobbied
179,PQWH-18-97,185,41,201,15,A2/A2,03 Sep 2020,,,,HJTQ-14-72,KAIMATARAU INDY GOLLUM,313006,,03 Sep 2020,,,M,Bobbied
199,PQVV-17-35,188,45,111,39,A2/A2,03 Sep 2020,,,,HJTQ-10-446,OKURA LT INTEGRITY,311013,PQVV-20-59,03 Sep 2020,258,33,F,Reared
324,HJTQ-17-35,228,53,255,42,,03 Sep 2020,,,,HJTQ-07-231,LYNBROOK GG QUICKSILVER,312059,PQVV-20-55,03 Sep 2020,129,13,F,Reared
349,MRFT-15-43,132,54,201,63,A1/A2,03 Sep 2020,,,,MRFT-11-30,TIRONUI MEGANEV,307055,,03 Sep 2020,,,M,Bobbied
384,MRFT-14-100,89,51,-26,64,A1/A2,03 Sep 2020,,,,MRFT-10-61,AMBROSE SUPER STAN,509047,PQVV-20-58,03 Sep 2020,196,27,F,Reared
403,PQVV-18-145,205,28,202,10,A2/A2,03 Sep 2020,,,34,PQVV-16-12,,HKYM-16-99,,03 Sep 2020,,,M,Bobbied
435,MRFT-16-7,108,49,-43,57,,03 Sep 2020,,,,MRFT-11-73,HILLSTAR LOT JESTER S3J,308128,,03 Sep 2020,,,M,Bobbied
479,PQVV-17-33,260,52,296,41,A2/A2,03 Sep 2020,,,,PQVV-13-23,LYNBROOK GG QUICKSILVER,312059,PQVV-20-52,03 Sep 2020,278,28,F,Reared
98,PQVV-17-26,218,53,266,42,A2/A2,04 Sep 2020,,,,HJTQ-09-355,LYNBROOK GG QUICKSILVER,312059,PQVV-20-124,04 Sep 2020,279,30,M,Reared
126,PQVV-16-56,200,54,250,59,A1/A2,04 Sep 2020,,,,HJTQ-06-307,OKURA LT INTEGRITY,311013,PQVV-20-62,04 Sep 2020,251,28,F,Reared
128,MQVR-16-60,185,55,176,59,A1/A2,04 Sep 2020,,,,HJTQ-09-37,BOURKES LRT RIPPER,311044,PQVV-20-123,04 Sep 2020,271,29,M,Reared
209,HJTQ-18-9,128,44,110,16,A2/A2,04 Sep 2020,,,,HJTQ-10-369,BELLS CM CONRAD S2J,312057,,04 Sep 2020,,,M,Bobbied
227,MRFT-15-112,96,26,170,51,A1/A2,04 Sep 2020,,,,HJTQ-12-63,,,PQVV-20-61,04 Sep 2020,212,28,F,Reared
320,MQVR-17-23,187,52,299,42,A1/A2,04 Sep 2020,,,,MQVR-10-76,OKURA GOLDIE INDEX,312034,PQVV-20-63,04 Sep 2020,109,13,F,Reared
365,MRFT-14-61,121,56,28,68,A1/A2,04 Sep 2020,,,,MRFT-07-24,ARKANS PROMOTER,510003,PQVV-20-60,04 Sep 2020,209,29,F,Reared
237,PQVV-18-121,97,16,136,6,A2/A2,05 Sep 2020,,,,MQVR-13-35,,,,05 Sep 2020,,,M,Bobbied
298,MRFT-14-18,154,57,141,67,A1/A2,05 Sep 2020,,,,MRFT-07-29,HOWIES CHECKPOINT,508077,,05 Sep 2020,,,M,Bobbied
328,MRFT-14-69,93,57,115,68,A1/A2,05 Sep 2020,,,,FPLG-04-171,CUTFORTHS LORD BRIAN,506063,,05 Sep 2020,,,M,Died
370,MRFT-10-72,53,58,106,74,A1/A2,05 Sep 2020,,,,CQGN-04-29,OKURA LFB IVINS ET,305076,PQVV-20-66,05 Sep 2020,183,37,F,Reared
538,MRFT-12-81,150,56,53,69,A1/A1,05 Sep 2020,,,,MRFT-07-92,MATAHUI NOBLE,511006,PQVV-20-67,05 Sep 2020,239,36,F,Reared
103,WTNG-17-61,154,50,290,41,A1/A1,06 Sep 2020,,,,FMD-11-181,PILSENS TITAN,513055,PQVV-20-121,06 Sep 2020,100,13,M,Reared
121,MRFT-15-9,67,15,222,32,A1/A2,06 Sep 2020,,,,,,,,06 Sep 2020,,,M,Bobbied
152,HJTQ-09-324,102,54,240,72,A1/A2,06 Sep 2020,,,,HJTQ-03-51,LYNBROOK TRADEMARK S3J,305055,,06 Sep 2020,,,M,Bobbied
172,MRFT-12-108,58,36,164,65,A1/A2,06 Sep 2020,,,,FTWV-04-12,,,PQVV-20-71,06 Sep 2020,52,9,F,Reared
177,PQVV-14-30,118,56,4,63,A1/A2,06 Sep 2020,,,,HJTQ-11-103,PRIESTS SOLARIS-ET,508154,PQVV-20-73,06 Sep 2020,203,30,F,Reared
197,PQVV-14-62,147,56,102,66,A1/A2,06 Sep 2020,,,,HJTQ-10-197,ARKANS PROMOTER,510003,,06 Sep 2020,,,F,Died
200,MRFT-13-105,148,59,237,72,A2/A2,06 Sep 2020,,,,MRFT-08-16,HOWIES CHECKPOINT,508077,,06 Sep 2020,,,M,Bobbied
219,PQVV-16-30,138,50,133,56,A2/A2,06 Sep 2020,,,294,PQVV-13-24,KELLAND KC SPEEDWAY,309012,PQVV-20-72,06 Sep 2020,227,34,F,Reared
252,MRFT-13-110,16,36,-62,65,A1/A1,06 Sep 2020,,,,FPLG-04-272,,,,06 Sep 2020,,,M,Bobbied
296,PQVV-14-54,144,55,285,66,,06 Sep 2020,,,,HJTQ-06-269,WERDERS EXCELLENCE,509025,PQVV-20-69,06 Sep 2020,216,29,F,Reared
331,PQVV-18-123,218,41,198,15,A1/A2,06 Sep 2020,,,204,MQVR-13-45,MAKARIOS MURMUR LAZARUS,313010,,06 Sep 2020,,,M,Bobbied
361,PQVV-17-4,155,51,123,41,A2/A2,06 Sep 2020,,,,HJTQ-11-326,WILLAND LT DYNAMO,311029,PQVV-20-68,06 Sep 2020,246,28,F,Reared
391,PQVV-17-69,177,51,205,41,A1/A2,06 Sep 2020,,,,PQVV-14-70,CHARDONNAY FRANKIE,312014,PQVV-20-65,06 Sep 2020,257,29,F,Reared
411,PQVV-16-34,152,53,105,58,A2/A2,06 Sep 2020,,,,MQVR-09-22,SOUTH LAND JERICHO ET S3J,311019,PQVV-20-64,06 Sep 2020,255,28,F,Reared
453,HJTQ-12-112,76,55,165,72,A2/A2,06 Sep 2020,,,,HJTQ-09-2,ALCAMENO DOMINION ET,511009,PQVV-20-70,06 Sep 2020,194,37,F,Reared
53,PQVV-16-60,142,53,179,56,A2/A2,07 Sep 2020,,,,MQVR-09-82,SOUTH LAND JERICHO ET S3J,311019,PQVV-20-74,07 Sep 2020,87,13,F,Reared
317,MQVR-16-1,161,54,274,56,A1/A2,07 Sep 2020,,,54,MQVR-13-14,KELLAND KC SPEEDWAY,309012,,07 Sep 2020,,,M,Bobbied
367,MRFT-12-74,130,51,185,70,A1/A2,07 Sep 2020,,,,HJTQ-06-30,TANIWHA THUNDERBOLT,510007,,07 Sep 2020,,,M,Bobbied
459,PQVV-18-80,152,37,199,13,A2/A2,07 Sep 2020,,,,MRFT-09-125,OKURA GOLDIE INDEX,312034,,07 Sep 2020,,,M,Bobbied
492,PQVV-18-95,181,44,225,15,A2/A2,07 Sep 2020,,,328,MRFT-14-69,OKURA GOLDIE INDEX,312034,,07 Sep 2020,,,M,Bobbied
226,MRFT-14-107,107,54,194,65,A1/A2,08 Sep 2020,,,,MRFT-10-103,CUTFORTHS LORD BRIAN,506063,PQVV-20-75,08 Sep 2020,197,29,F,Reared
419,MQVR-14-12,162,53,199,60,A1/A2,08 Sep 2020,,,,MRFT-10-2,AMBROSE SUPER STAN,509047,,08 Sep 2020,,,M,Bobbied
432,PQVV-12-28,119,58,-37,71,A1/A2,08 Sep 2020,,,,HJTQ-07-147,PAYNES PROPAGATOR,510014,,08 Sep 2020,,,M,Bobbied
447,PQVV-16-63,131,29,219,48,A2/A2,08 Sep 2020,,,,PQVV-14-74,LYNBROOK TERRIFIC ET S3J,309084,,08 Sep 2020,,,M,Bobbied
1,MQVR-14-26,69,51,-12,64,A1/A2,,,,,HJTQ-06-438,CUTFORTHS LORD BRIAN,506063,,,,,,
5,MRFT-17-61,136,45,123,39,,,,15 Sep 2020,,MRFT-09-125,WILLAND LT DYNAMO,311029,,,,,,
6,MQVR-13-22,154,60,130,72,A1/A2,,,16 Sep 2020,,HJTQ-03-240,HOWIES CHECKPOINT,508077,,,,,,
8,PQVV-18-149,207,27,194,10,A2/A2,,,,462,HJTQ-16-53,,HKYM-16-67,,,,,,
9,PQVV-17-60,242,51,324,41,A1/A2,,,,,PQVV-12-85,OKURA LT INTEGRITY,311013,,,,,,
10,PQVV-17-50,180,42,191,38,A2/A2,,,,,,LYNBROOK GG QUICKSILVER,312059,,,,,,
12,MQVR-14-7,167,55,149,66,A1/A2,,,16 Aug 2020,,HJTQ-11-345,ANNALYSER,509116,,,,,,
18,PQVV-13-53,124,58,160,71,A1/A2,,,12 Sep 2020,,HJTQ-07-260,WARDS INTENSITY,512011,,,,,,
19,HKYM-18-21,247,44,258,15,,,,,,WTNG-15-35,PRIESTS SIERRA,511011,,,,,,
20,MQVR-17-17,237,53,389,42,A1/A2,,,,,HJTQ-07-133,OKURA LT INTEGRITY,311013,,,,,,
21,PQVV-17-59,217,51,247,41,A2/A2,,,12 Sep 2020,,PQVV-14-29,OKURA GOLDIE INDEX,312034,,,,,,
23,MQVR-14-44,175,37,468,60,A1/A2,,,07 Sep 2020,,HJTQ-03-256,ANNALYSER,509116,,,,,,
25,PQVV-16-70,76,33,134,52,A1/A2,,,,,HJTQ-10-96,OKURA LT INTEGRITY,311013,,,,,,
26,PQVV-17-61,171,52,274,41,A1/A2,,,,336,PQVV-13-86,OKURA GOLDIE INDEX,312034,,,,,,
27,PQVV-15-62,158,52,162,60,A1/A2,,,,,HJTQ-08-201,HILLSTAR LOT JESTER S3J,308128,,,,,,
28,WTNG-17-69,138,50,111,41,A1/A2,,,,,WTNG-12-85,ARKANS INSTIGATOR,512051,,,,,,
29,MQVR-13-28,128,57,209,68,A1/A2,,,30 Aug 2020,,HJTQ-10-11,ALCAMENO COMMANDER,512006,,,,,,
30,,54,0,71,0,,,,13 Sep 2020,,,,,,,,,,
31,PQWH-17-101,150,51,108,41,,,,09 Sep 2020,,PQWH-13-59,BELLS CM CONRAD S2J,312057,,,,,,
32,MQVR-14-41,150,55,171,66,A1/A2,,,16 Sep 2020,,HJTQ-10-496,ANNALYSER,509116,,,,,,
34,PQVV-16-12,209,56,303,59,A2/A2,,,10 Sep 2020,,PQVV-12-86,LYNBROOK TERRIFIC ET S3J,309084,,,,,,
36,PQVV-17-88,192,51,205,41,A1/A2,,,,402,PQVV-14-2,OKURA GOLDIE INDEX,312034,,,,,,
41,MQVR-12-18,184,55,152,72,A1/A2,,,,,HJTQ-09-344,ST PETERS OBSIDIAN,510016,,,,,,
42,WTNG-17-46,143,51,240,41,A1/A1,,,12 Sep 2020,,WTNG-12-58,ARKANS INSTIGATOR,512051,,,,,,
43,PQVV-13-36,180,56,129,70,A1/A2,,,16 Aug 2020,,HJTQ-08-75,ARKANS PROMOTER,510003,,,,,,
47,PQVV-16-21,224,53,206,50,A2/A2,,,26 Aug 2020,,HJTQ-10-134,BOURKES LRT RIPPER,311044,,,,,,
50,MRFT-18-70,180,39,225,14,,,,,,MRFT-08-114,OKURA GOLDIE INDEX,312034,,,,,,
51,PQVV-15-84,167,50,319,57,A1/A2,,,12 Sep 2020,,HJTQ-10-86,WILLAND SIA DUETTO,310034,,,,,,
54,MQVR-13-14,126,57,223,72,A1/A1,,,,,MQVR-10-60,IL VERO AMORE POWER,511041,,,,,,
55,WTNG-17-39,117,51,41,41,A1/A2,,,,,MQVR-11-58,DRYSDALES SOVEREIGN,511051,,,,,,
56,MQVR-13-72,110,57,224,72,A1/A2,,,,,HJTQ-04-98,TEN OAKS SEA-JAY,511012,,,,,,
61,MQVR-15-14,170,34,327,57,A1/A2,,,,,HJTQ-07-172,OKURA NN LURE,308508,,,,,,
62,PQVV-17-22,211,48,230,40,A2/A2,,,05 Sep 2020,23,MQVR-14-44,CHARDONNAY FRANKIE,312014,,,,,,
63,WTNG-16-56,208,54,359,59,,,,,,WTNG-13-13,DRYSDALES SOVEREIGN,511051,,,,,,
