Animal-Animal ID,Animal-Birth ID 1,Animal-BW 1-Value,Animal-BW 1-Reliability,Animal-PW-Value,Animal-PW-Reliability,Animal-A2 Status,Animal-Calving Date,Animal-Custom: Animal Fate (died),Pre-Calving-Expected Calving Date,Dam-Cow No.,Dam-Official ID,Sire-Name,Sire-Sire ID,Calf-Birth ID 2,Calf-Birth Date,Calf-BW 2-Value,Calf-BW 2-Reliability,Calf-Sex,Calf-Fate
64,PQVV-18-56,186,42,192,15,A2/A2,,,,,MQVR-10-21,BONACORD MURMUR BOLT,313016,,,,,,
65,PQVV-17-44,138,51,-114,41,A2/A2,,,14 Sep 2020,177,PQVV-14-30,BELLS CM CONRAD S2J,312057,,,,,,
66,MQVR-15-31,203,56,40,63,A1/A2,,,09 Sep 2020,269,MQVR-12-19,PUKEROA TGM MANZELLO,308533,,,,,,
68,PQVV-17-94,182,51,163,41,A1/A2,,,15 Sep 2020,178,PQVV-13-27,BELLS CM CONRAD S2J,312057,,,,,,
70,PQVV-14-71,152,56,431,64,A1/A2,,,03 Sep 2020,,HJTQ-10-126,CUTFORTHS LORD BRIAN,506063,,,,,,
72,WTNG-17-27,178,53,306,42,A1/A1,,,14 Sep 2020,,MQVR-11-86,ARKANS PERSPECTIVE-ET,512050,,,,,,
79,WTNG-17-52,174,50,130,41,A1/A2,,,02 Sep 2020,,WTNG-14-6,PILSENS TITAN,513055,,,,,,
80,PQVV-15-12,161,52,118,60,A1/A2,,,07 Sep 2020,,HJTQ-11-87,KELLAND KC SPEEDWAY,309012,,,,,,
84,PQVV-17-78,208,52,209,41,A1/A2,,,27 Aug 2020,,HJTQ-11-55,OKURA LT INTEGRITY,311013,,,,,,
85,PQVV-16-58,143,53,160,58,A1/A2,,,,432,PQVV-12-28,SOUTH LAND JERICHO ET S3J,311019,,,,,,
86,PQVV-12-47,134,54,154,68,A1/A2,,,31 Aug 2020,,HJTQ-08-337,ARKANS BLOCKBUSTER,511028,,,,,,
88,PQVV-17-51,111,46,-7,40,A2/A2,,,03 Sep 2020,,PQVV-13-64,BELLS CM CONRAD S2J,312057,,,,,,
89,PQWH-18-88,121,42,123,15,A2/A2,,,,,HJTQ-10-351,FICHTL 5-STAR SULTAN S3J,313040,,,,,,
93,PQVV-17-7,176,52,226,41,A2/A2,,,,213,PQVV-13-1,OKURA GOLDIE INDEX,312034,,,,,,
95,PQVV-17-32,254,51,406,41,A2/A2,,,13 Sep 2020,,PQVV-13-3,OKURA LT INTEGRITY,311013,,,,,,
99,MRFT-16-13,121,53,221,58,,,,04 Sep 2020,,MRFT-11-81,WILLAND LT DYNAMO,311029,,,,,,
104,PQVV-14-68,205,55,273,66,A1/A1,,,,,HJTQ-09-307,ARKANS PROMOTER,510003,,,,,,
105,PQVV-15-9,148,49,155,44,,,,,,HJTQ-08-65,HILLSTAR LOT JESTER S3J,308128,,,,,,
107,WTNG-14-53,172,57,241,67,A1/A2,,,15 Sep 2020,,GWBB-04-8,HOWIES CHECKPOINT,508077,,,,,,
108,HJTQ-17-48,57,13,147,29,,,,02 Sep 2020,,HJTQ-12-127,,,,,,,,
111,MRFT-14-97,98,52,163,67,A1/A1,,,,,MRFT-07-34,CUTFORTHS LORD BRIAN,506063,,,,,,
112,MRFT-14-111,182,56,116,68,A1/A2,,,14 Sep 2020,,MRFT-09-106,HOWIES CHECKPOINT,508077,,,,,,
113,PQVV-14-16,160,50,124,64,A1/A2,,,10 Sep 2020,,HJTQ-10-162,HOWIES EASYRIDER,508140,,,,,,
115,MRFT-13-25,119,57,207,71,A1/A1,,,,,MRFT-09-17,IL VERO AMORE POWER,511041,,,,,,
117,HJTQ-10-100,82,56,73,72,A1/A2,,,,,HJTQ-07-363,VALENTIA DL MACGYVER ET,305103,,,,,,
118,PQVV-15-17,184,51,301,60,A1/A2,,,12 Sep 2020,,MRFT-09-4,TAWA GROVE KRC TANA,309030,,,,,,
120,PQVV-17-64,229,52,330,41,A2/A2,,,13 Sep 2020,,PQVV-12-9,OKURA GOLDIE INDEX,312034,,,,,,
123,PQVV-17-15,195,51,184,41,A2/A2,,,,,HJTQ-11-10,WILLAND LT DYNAMO,311029,,,,,,
127,MRFT-14-34,186,56,356,67,A1/A2,,,06 Sep 2020,,MRFT-11-5,AMBROSE SUPER STAN,509047,,,,,,
129,PQVV-17-42,118,24,136,32,A2/A2,,,07 Sep 2020,,WTNG-15-74,,,,,,,,
133,PQVV-16-9,170,51,91,58,A2/A2,,,,,HJTQ-11-95,LYNBROOK TERRIFIC ET S3J,309084,,,,,,
134,PQVV-18-104,198,28,181,10,A2/A2,,,,192,PQVV-16-54,,HKYM-16-59,,,,,,
135,PQVV-15-32,102,48,31,59,A1/A2,,,12 Sep 2020,,HJTQ-10-509,TAWA GROVE KRC TANA,309030,,,,,,
136,PQVV-18-109,136,16,154,6,A2/A2,,,,166,PQVV-16-53,,,,,,,,
140,PQVV-16-5,191,55,87,59,A2/A2,,,25 Aug 2020,,HJTQ-10-481,BOURKES LRT RIPPER,311044,,,,,,
142,WTNG-17-40,195,53,217,42,A1/A2,,,,,WTNG-13-17,ARKANS BEAUT ET,511026,,,,,,
144,PQVV-17-67,214,52,257,42,A1/A2,,,03 Sep 2020,,HJTQ-10-202,OKURA LT INTEGRITY,311013,,,,,,
146,MQVR-13-39,109,36,208,65,A1/A2,,,15 Sep 2020,,HJTQ-07-15,WAIWIRA WARLORD,511038,,,,,,
148,HJTQ-18-75,143,41,165,15,,,,,,MQVR-14-30,FICHTL 5-STAR SULTAN S3J,313040,,,,,,
151,PQWH-18-27,189,43,211,15,A2/A2,,,,,PQWH-13-88,OKURA GOLDIE INDEX,312034,,,,,,
153,MRFT-14-116,69,33,131,59,A1/A2,,,,,HJTQ-06-204,,,,,,,,
154,MRFT-09-27,106,59,25,75,A1/A1,,,08 Sep 2020,,HJTQ-06-98,WILLAND LFB MATRIX ET,305156,,,,,,
155,HJTQ-11-18,177,58,244,73,A1/A2,,,16 Aug 2020,,HJTQ-05-387,GLENHAVEN TGM GENIUS S3J,306016,,,,,,
157,PQVV-18-105,169,29,170,10,A1/A2,,,,92,MQVR-16-28,,HKYM-16-93,,,,,,
158,PQVV-17-5,169,51,133,41,A2/A2,,,11 Sep 2020,,PQVV-12-80,WILLAND LT DYNAMO,311029,,,,,,
159,PQWH-12-60,152,53,319,72,A1/A2,,,16 Sep 2020,,HJTQ-09-250,HOWIES CHECKPOINT,508077,,,,,,
160,PQVV-17-2,164,51,-16,41,A2/A2,,,03 Sep 2020,,PQVV-13-17,BELLS CM CONRAD S2J,312057,,,,,,
162,MRFT-13-52,133,57,194,72,A1/A2,,,25 Aug 2020,,MRFT-10-118,ASHVALES DOUBLESHOT,512010,,,,,,
163,MRFT-13-51,103,19,400,54,A1/A2,,,14 Sep 2020,,,,,,,,,,
169,MQVR-17-49,261,52,278,42,A1/A2,,,30 Aug 2020,201,MQVR-14-23,OKURA LT INTEGRITY,311013,,,,,,
170,MRFT-12-85,104,56,128,71,A1/A2,,,15 Sep 2020,,FTWV-04-16,IL VERO AMORE POWER,511041,,,,,,
181,MQVR-17-37,252,52,248,42,A1/A2,,,09 Sep 2020,,MQVR-14-42,OKURA LT INTEGRITY,311013,,,,,,
182,PQVV-15-73,143,52,56,60,,,,,,PQVV-12-68,KELLAND KC SPEEDWAY,309012,,,,,,
183,MRFT-17-99,185,48,264,40,A1/A2,,,28 Aug 2020,,MRFT-10-88,CHARDONNAY FRANKIE,312014,,,,,,
184,PQVV-14-21,170,55,218,66,A1/A1,,,27 Aug 2020,418,HJTQ-11-43,AMBROSE SUPER STAN,509047,,,,,,
188,MQVR-13-67,183,57,226,72,A1/A2,,,,,HJTQ-08-437,HOWIES CHECKPOINT,508077,,,,,,
189,PQVV-17-47,180,52,132,41,A2/A2,,,16 Sep 2020,,PQVV-12-23,OKURA GOLDIE INDEX,312034,,,,,,
191,MQVR-15-56,110,50,19,62,A1/A2,,,16 Sep 2020,,MRFT-10-97,ASHVALE PMI SMAUG-ET JC14,314501,,,,,,
192,PQVV-16-54,207,54,317,57,A2/A2,,,,,HJTQ-08-154,BOURKES LRT RIPPER,311044,,,,,,
194,WTNG-14-37,183,56,342,67,A1/A2,,,,,FVVY-04-172,HOWIES CHECKPOINT,508077,,,,,,
196,PQVV-14-28,125,56,142,66,A1/A2,,,,,HJTQ-07-363,CUTFORTHS LORD BRIAN,506063,,,,,,
198,PQVV-12-46,201,58,339,72,A1/A2,,,29 Aug 2020,330,HJTQ-09-5,ST PETERS OBSIDIAN,510016,,,,,,
201,MQVR-14-23,198,58,225,68,A1/A2,,,08 Sep 2020,,HJTQ-10-36,HOWIES CHECKPOINT,508077,,,,,,
202,PQVV-16-62,200,56,176,60,A2/A2,,,11 Sep 2020,,PQVV-13-83,LYNBROOK TERRIFIC ET S3J,309084,,,,,,
205,PQVV-17-23,220,48,97,40,A1/A2,,,03 Sep 2020,,PQVV-12-8,OKURA LT INTEGRITY,311013,,,,,,
207,PQVV-16-3,196,54,175,59,A2/A2,,,03 Sep 2020,,HJTQ-07-136,BOURKES LRT RIPPER,311044,,,,,,
208,PQWH-18-73,100,42,101,15,A2/A2,,,,,MRFT-09-72,MAKARIOS MURMUR LAZARUS,313010,,,,,,
210,PQWH-18-89,215,41,209,15,A2/A2,,,,,PQWH-12-21,OKURA OLM KAINO ET,313046,,,,,,
211,MRFT-14-101,128,54,186,66,A1/A1,,,26 Aug 2020,,HJTQ-10-93,AMBROSE SUPER STAN,509047,,,,,,
212,MQVR-18-63,128,16,155,6,,,,,,WTNG-15-17,,,,,,,,
213,PQVV-13-1,75,58,79,71,A1/A2,,,,,HJTQ-10-464,REYLANDS NAVIGATOR,512031,,,,,,
214,MQVR-15-44,169,55,153,62,,,,14 Sep 2020,,MQVR-09-72,PUKEROA TGM MANZELLO,308533,,,,,,
216,PQVV-17-58,233,52,201,41,A1/A2,,,25 Aug 2020,197,PQVV-14-62,OKURA LT INTEGRITY,311013,,,,,,
218,PQVV-17-12,181,51,286,41,A1/A2,,,,,HJTQ-08-410,WILLAND LT DYNAMO,311029,,,,,,
222,PQVV-17-89,224,52,146,42,A1/A2,,,,,HJTQ-10-481,OKURA LT INTEGRITY,311013,,,,,,
223,HJTQ-17-76,125,26,129,33,,,,11 Sep 2020,,HJTQ-09-253,LYNBROOK GG QUICKSILVER,312059,,,,,,
224,WTNG-16-36,124,54,135,59,,,,12 Sep 2020,,WTNG-12-12,DRYSDALES SOVEREIGN,511051,,,,,,
228,PQVV-14-38,162,55,312,66,A1/A2,,,,,HJTQ-07-218,CUTFORTHS LORD BRIAN,506063,,,,,,
231,PQVV-16-1,156,54,-30,59,A1/A2,,,29 Aug 2020,,HJTQ-11-39,BOURKES LRT RIPPER,311044,,,,,,
232,MRFT-12-163,31,25,75,62,A1/A1,,,06 Sep 2020,,,,,,,,,,
233,WTNG-17-43,234,54,362,42,A1/A2,,,21 Aug 2020,,WTNG-12-46,ARKANS BEAUT ET,511026,,,,,,
235,PQVV-17-56,249,51,164,41,A1/A1,,,,,PQVV-14-13,OKURA LT INTEGRITY,311013,,,,,,
238,PQVV-14-55,113,54,37,65,A1/A2,,,15 Sep 2020,,HJTQ-11-51,WERDERS EXCELLENCE,509025,,,,,,
239,WTNG-17-32,130,51,107,41,A1/A2,,,10 Sep 2020,,MQVR-11-20,ARKANS INSTIGATOR,512051,,,,,,
241,PQVV-15-5,134,51,121,60,A1/A2,,,09 Sep 2020,,PQVV-12-33,WILLAND SIA DUETTO,310034,,,,,,
242,PQVV-17-53,187,51,210,41,A2/A2,,,03 Sep 2020,,PQVV-12-68,WILLAND LT DYNAMO,311029,,,,,,
243,MQVR-15-1,181,44,182,60,A1/A2,,,14 Sep 2020,,HJTQ-11-325,OKURA NN LURE,308508,,,,,,
246,MRFT-14-6,211,57,347,67,A1/A2,,,,,MRFT-09-117,HOWIES CHECKPOINT,508077,,,,,,
247,MRFT-12-22,151,56,237,72,A1/A2,,,08 Sep 2020,,MRFT-08-27,HOWIES CHECKPOINT,508077,,,,,,
249,MQVR-15-8,175,42,219,60,A1/A2,,,,,PQWH-12-57,OKURA NN LURE,308508,,,,,,
251,MRFT-13-82,123,53,274,70,A1/A2,,,,,YPT-04-5,WAIWIRA WARLORD,511038,,,,,,
253,PQVV-18-146,146,28,129,10,A2/A2,,,,292,PQVV-16-14,,HKYM-16-36,,,,,,
255,PQVV-14-46,183,55,185,62,A1/A1,,,08 Sep 2020,330,HJTQ-09-5,ARKANS PROMOTER,510003,,,,,,
257,PQVV-17-41,219,52,306,42,A2/A2,,,,,PQVV-12-86,LYNBROOK GG QUICKSILVER,312059,,,,,,
258,MRFT-15-68,164,55,336,64,A1/A2,,,,,PKTY-11-41,UPLAND PARK HTA MALI S3J,310047,,,,,,
261,WTNG-17-68,143,52,150,42,A1/A2,,,26 Aug 2020,,WTNG-12-22,ARKANS BEAUT ET,511026,,,,,,
263,WTNG-14-20,169,57,303,67,A1/A2,,,,,BNQX-04-15,HOWIES CHECKPOINT,508077,,,,,,
266,MQVR-16-53,176,53,158,54,A1/A2,,,,,HJTQ-11-380,BOURKES LRT RIPPER,311044,,,,,,
267,PQVV-17-34,254,53,321,42,A2/A2,,,13 Sep 2020,,PQVV-13-52,OKURA LT INTEGRITY,311013,,,,,,
269,MQVR-12-19,183,57,167,73,A1/A2,,,,,HJTQ-08-598,ARKANS BLOCKBUSTER,511028,,,,,,
273,MQVR-17-26,213,52,202,42,A1/A2,,,01 Sep 2020,,HJTQ-07-233,OKURA LT INTEGRITY,311013,,,,,,
276,PQVV-17-54,145,41,126,38,A2/A2,,,01 Sep 2020,,,WILLAND LT DYNAMO,311029,,,,,,
277,MQVR-14-9,164,57,183,68,A1/A2,,,,,HJTQ-03-240,HOWIES CHECKPOINT,508077,,,,,,
279,MRFT-14-27,87,58,129,68,A1/A2,,,18 Aug 2020,,GDQD-04-62,CUTFORTHS LORD BRIAN,506063,,,,,,
282,PQVV-18-52,142,41,172,15,A2/A2,,,,388,MRFT-14-13,FICHTL 5-STAR SULTAN S3J,313040,,,,,,
286,PQWH-18-58,70,35,62,13,A2/A2,,,,,HJTQ-12-120,BELLS CM CONRAD S2J,312057,,,,,,
290,PQVV-18-76,176,34,205,12,A2/A2,,,,398,WTNG-15-72,BONACORD MURMUR BOLT,313016,,,,,,
292,PQVV-16-14,146,56,-37,60,A1/A2,,,10 Sep 2020,,MRFT-09-92,LYNBROOK TERRIFIC ET S3J,309084,,,,,,
297,MRFT-14-4,85,53,-75,67,,,,24 Aug 2020,,HJTQ-06-448,ANNALYSER,509116,,,,,,
300,MRFT-14-45,122,32,180,60,A1/A2,,,,,HKYM-12-182,,,,,,,,
304,HJTQ-11-16,128,56,98,73,A1/A2,,,05 Sep 2020,,HJTQ-07-1,SHEPHERDS ML STARLIGHT ET,306107,,,,,,
308,HKYM-18-72,157,41,150,15,A2/A2,,,,,PQVV-15-29,FICHTL 5-STAR SULTAN S3J,313040,,,,,,
310,PQWH-16-17,152,54,224,59,,,,12 Sep 2020,,HJTQ-11-241,BOURKES LRT RIPPER,311044,,,,,,
313,PQVV-13-37,155,57,181,70,A1/A2,,,09 Sep 2020,,HJTQ-09-331,ARKANS PROMOTER,510003,,,,,,
315,PQWH-18-15,196,42,198,15,A2/A2,,,,,HJTQ-13-88,BONACORD MURMUR BOLT,313016,,,,,,
316,MRFT-14-26,130,56,195,68,A1/A1,,,11 Sep 2020,,MQVR-08-72,MATAKURI ATLANTIS,509004,,,,,,
318,MQVR-16-30,210,56,118,59,A1/A2,,,06 Sep 2020,,MQVR-13-11,LYNBROOK TERRIFIC ET S3J,309084,,,,,,
319,PQWH-17-99,186,51,163,41,,,,,,MQVR-14-30,OKURA GOLDIE INDEX,312034,,,,,,
322,MRFT-17-110,241,51,294,41,A1/A2,,,12 Sep 2020,,MRFT-14-83,OKURA LT INTEGRITY,311013,,,,,,
323,WTNG-17-51,182,53,209,42,A1/A2,,,,,WTNG-14-44,ARKANS BEAUT ET,511026,,,,,,
325,MQVR-15-55,169,50,167,55,A1/A2,,,,,MQVR-12-43,PUKEROA TGM MANZELLO,308533,,,,,,
326,MQVR-18-2,14,0,19,0,,,,,,,,,,,,,,
327,PQVV-16-35,201,53,198,59,A1/A2,,,15 Sep 2020,,HJTQ-11-87,WILLAND LT DYNAMO,311029,,,,,,
329,PQVV-15-44,73,31,-50,53,A1/A2,,,11 Sep 2020,,HJTQ-07-171,HILLSTAR LOT JESTER S3J,308128,,,,,,
330,HJTQ-09-5,128,61,223,76,A1/A1,,,,,HJTQ-04-350,LYNBROOK TRADEMARK S3J,305055,,,,,,
333,PQVV-18-93,189,41,178,14,A2/A2,,,,,HJTQ-11-28,OKURA OLM KAINO ET,313046,,,,,,
334,WTNG-14-28,178,58,255,67,,,,13 Sep 2020,,MQVR-08-3,HOWIES CHECKPOINT,508077,,,,,,
335,PQVV-17-19,171,52,241,42,A2/A2,,,,,MQVR-09-84,OKURA GOLDIE INDEX,312034,,,,,,
338,PQVV-12-54,146,56,214,72,A1/A2,,,03 Sep 2020,,MQVR-09-88,MATAHUI NOBLE,511006,,,,,,
339,MRFT-16-27,171,55,171,57,,,,,,HJTQ-10-495,LYNBROOK TERRIFIC ET S3J,309084,,,,,,
342,PQVV-12-84,100,57,155,71,A1/A2,,,16 Sep 2020,,HJTQ-00-77,WAIWIRA WARLORD,511038,,,,,,
343,MQVR-15-26,134,43,233,60,A1/A2,,,,97,MRFT-10-9,OKURA NN LURE,308508,,,,,,
344,WTNG-17-31,187,53,238,42,A1/A1,,,09 Sep 2020,,MRFT-10-1,ARKANS BEAUT ET,511026,,,,,,
346,MQVR-12-1,141,58,114,73,A1/A2,,,11 Sep 2020,,HJTQ-08-511,PAYNES PROPAGATOR,510014,,,,,,
348,PQVV-17-38,223,51,429,41,A1/A1,,,28 Aug 2020,,PQVV-12-51,OKURA LT INTEGRITY,311013,,,,,,
350,PQWH-17-9,202,51,216,41,,,,31 Aug 2020,,PQWH-14-31,BELLS CM CONRAD S2J,312057,,,,,,
352,PQVV-14-81,108,55,171,66,A1/A2,,,28 Aug 2020,,HJTQ-11-72,CUTFORTHS LORD BRIAN,506063,,,,,,
355,HJTQ-08-418,77,57,105,75,A1/A2,,,03 Sep 2020,,HJTQ-04-9,SHEPHERDS NOONTIME,301025,,,,,,
356,PQWH-18-33,199,42,216,15,A2/A2,,,,,HJTQ-14-87,FICHTL 5-STAR SULTAN S3J,313040,,,,,,
357,MRFT-14-104,124,55,105,68,A1/A2,,,,,MRFT-11-66,CUTFORTHS LORD BRIAN,506063,,,,,,
358,MRFT-14-112,140,52,278,66,A1/A2,,,,,MRFT-11-51,CUTFORTHS LORD BRIAN,506063,,,,,,
371,PQVV-16-23,197,55,205,59,A2/A2,,,13 Sep 2020,,HJTQ-07-95,BOURKES LRT RIPPER,311044,,,,,,
372,WTNG-17-37,195,54,171,42,A1/A1,,,12 Sep 2020,,WTNG-12-59,ARKANS BEAUT ET,511026,,,,,,
374,PQVV-16-36,222,54,381,59,A2/A2,,,,,HJTQ-11-10,WILLAND LT DYNAMO,311029,,,,,,
377,MRFT-13-31,134,56,125,71,A1/A1,,,15 Sep 2020,,FTWV-04-16,MALROSE MAJESTY,510022,,,,,,
379,MRFT-12-68,27,53,115,71,A1/A2,,,18 Aug 2020,,MRFT-07-8,PUKETAI BRAVEHEART,510023,,,,,,
382,MRFT-16-5,163,49,143,57,,,,03 Sep 2020,,MRFT-12-122,OKURA LT INTEGRITY,311013,,,,,,
383,PQVV-16-44,179,49,175,56,A2/A2,,,,,HJTQ-10-98,WILLAND LT DYNAMO,311029,,,,,,
385,MQVR-16-48,193,56,124,58,A1/A2,,,,,MQVR-13-48,LYNBROOK TERRIFIC ET S3J,309084,,,,,,
386,MRFT-14-51,183,51,335,66,A1/A1,,,15 Sep 2020,,HJTQ-08-222,AMBROSE SUPER STAN,509047,,,,,,
387,PQVV-18-12,196,44,225,15,A2/A2,,,,,HJTQ-10-160,OKURA GOLDIE INDEX,312034,,,,,,
388,MRFT-14-13,107,56,144,66,A1/A2,,,15 Sep 2020,,MQVR-08-12,CUTFORTHS LORD BRIAN,506063,,,,,,
389,MQVR-15-33,156,56,83,64,A1/A2,,,09 Sep 2020,,HJTQ-11-355,PUKEROA TGM MANZELLO,308533,,,,,,
395,MRFT-14-94,163,57,206,67,,,,14 Sep 2020,,MRFT-09-12,HOWIES CHECKPOINT,508077,,,,,,
397,PQVV-16-43,162,54,33,57,A2/A2,,,14 Sep 2020,,HJTQ-11-61,WILLAND LT DYNAMO,311029,,,,,,
402,PQVV-14-2,118,56,93,65,A1/A2,,,11 Sep 2020,,HJTQ-04-147,ANNALYSER,509116,,,,,,
405,PQWH-18-38,119,43,111,15,A2/A2,,,,,HJTQ-10-291,BELLS CM CONRAD S2J,312057,,,,,,
410,PQVV-13-8,208,57,236,71,A1/A2,,,,,HJTQ-08-509,HOWIES CHECKPOINT,508077,,,,,,
413,MRFT-14-73,147,55,262,67,A1/A2,,,30 Aug 2020,,MRFT-10-60,HOWIES CHECKPOINT,508077,,,,,,
415,MRFT-14-68,110,56,335,68,A1/A2,,,09 Sep 2020,,MRFT-10-7,CUTFORTHS LORD BRIAN,506063,,,,,,
417,WTNG-15-44,175,54,294,63,A1/A2,,,,,WTNG-12-27,WESTWARD HO BULLSEYE,310040,,,,,,
421,MRFT-15-82,154,51,230,61,,,,,,PKTY-11-58,KELLAND KC SPEEDWAY,309012,,,,,,
425,MRFT-14-110,72,35,3,60,A1/A1,,,17 Aug 2020,,HJTQ-06-275,,,,,,,,
426,PQVV-16-55,239,54,267,59,A2/A2,,,10 Sep 2020,,PQVV-13-13,OKURA LT INTEGRITY,311013,,,,,,
427,MRFT-14-93,96,59,169,69,A1/A1,,,13 Sep 2020,,LPPT-04-28,HOWIES CHECKPOINT,508077,,,,,,
429,PQVV-16-29,170,54,188,59,A1/A2,,,02 Sep 2020,,MQVR-09-2,WILLAND LT DYNAMO,311029,,,,,,
430,PQVV-16-65,238,54,275,57,A2/A2,,,15 Sep 2020,,PQVV-13-84,LYNBROOK TERRIFIC ET S3J,309084,,,,,,
434,PQVV-14-59,150,54,169,66,A1/A2,,,,,HJTQ-11-97,WERDERS EXCELLENCE,509025,,,,,,
437,MRFT-15-36,208,54,324,63,A1/A1,,,30 Aug 2020,,HJTQ-06-3,HILLSTAR LOT JESTER S3J,308128,,,,,,
440,MQVR-16-54,229,54,262,59,A1/A2,,,24 Aug 2020,,HJTQ-12-90,OKURA LT INTEGRITY,311013,,,,,,
441,PQVV-16-45,140,53,217,58,A2/A2,,,,,HJTQ-10-465,SOUTH LAND JERICHO ET S3J,311019,,,,,,
442,WTNG-14-63,156,57,250,68,A1/A2,,,,,MQVR-09-26,HOWIES CHECKPOINT,508077,,,,,,
444,PQVV-18-71,241,44,281,16,A2/A2,,,,246,MRFT-14-6,OKURA GOLDIE INDEX,312034,,,,,,
445,MRFT-12-45,139,60,204,73,A2/A2,,,15 Sep 2020,,FPLG-04-37,HOWIES CHECKPOINT,508077,,,,,,
448,MQVR-09-59,150,56,78,74,A2/A2,,,31 Aug 2020,,FPLG-04-112,DONALDS EDIFY,304132,,,,,,
449,MRFT-09-73,167,60,154,76,A1/A2,,,,,HJTQ-06-115,DONALDS EDIFY,304132,,,,,,
450,PQVV-16-48,177,54,147,59,A2/A2,,,14 Sep 2020,18,PQVV-13-53,WILLAND LT DYNAMO,311029,,,,,,
451,MQVR-16-33,183,55,198,59,A1/A2,,,08 Sep 2020,,HJTQ-10-11,BOURKES LRT RIPPER,311044,,,,,,
454,MQVR-16-20,174,55,244,59,A1/A2,,,04 Sep 2020,6,MQVR-13-22,KELLAND KC SPEEDWAY,309012,,,,,,
457,PQVV-16-39,161,53,164,58,A1/A2,,,02 Sep 2020,,PQVV-13-92,SOUTH LAND JERICHO ET S3J,311019,,,,,,
460,HJTQ-16-50,154,53,162,58,A2/A2,,,13 Sep 2020,,HJTQ-13-15,SOUTH LAND JERICHO ET S3J,311019,,,,,,
462,HJTQ-16-53,230,53,296,59,A2/A2,,,,,HJTQ-11-379,WILLAND LT DYNAMO,311029,,,,,,
467,MRFT-17-104,224,51,181,41,A1/A1,,,,,HKYM-12-28,OKURA LT INTEGRITY,311013,,,,,,
469,WTNG-17-57,168,51,152,41,A1/A2,,,,,WTNG-13-35,ARKANS INSTIGATOR,512051,,,,,,
470,HJTQ-17-68,108,20,154,31,,,,30 Aug 2020,,HJTQ-12-65,WILLAND LT DYNAMO,311029,,,,,,
472,PQVV-17-21,163,42,53,38,A2/A2,,,06 Sep 2020,,,LYNBROOK GG QUICKSILVER,312059,,,,,,
474,HJTQ-11-123,125,56,80,71,,,,04 Sep 2020,,HJTQ-07-135,BOURKES NN RPM ET,307026,,,,,,
475,PQVV-17-24,150,43,135,38,A2/A2,,,11 Sep 2020,,,CHARDONNAY FRANKIE,312014,,,,,,
477,PQVV-17-10,194,52,114,41,A2/A2,,,,,PQVV-13-13,OKURA GOLDIE INDEX,312034,,,,,,
481,PQWH-18-87,128,35,140,13,A2/A2,,,,,HJTQ-15-88,FICHTL 5-STAR SULTAN S3J,313040,,,,,,
482,PQVV-17-36,231,51,262,41,A2/A2,,,,,PQVV-14-14,OKURA GOLDIE INDEX,312034,,,,,,
484,WTNG-17-59,133,51,205,41,A1/A2,,,,,WTNG-14-31,ARKANS INSTIGATOR,512051,,,,,,
485,PQVV-12-75,137,57,204,71,A1/A2,,,,,HJTQ-07-46,ALCAMENO DUPLEX ET,511010,,,,,,
486,PQVV-18-114,226,42,255,15,A2/A2,,,,118,PQVV-15-17,OKURA GOLDIE INDEX,312034,,,,,,
491,PQVV-18-54,207,42,210,15,A2/A2,,,,,MQVR-14-13,OKURA OLM KAINO ET,313046,,,,,,
496,MQVR-18-39,226,42,234,15,,,,,,MQVR-14-21,BONACORD MURMUR BOLT,313016,,,,,,
505,PQVV-12-3,144,57,95,71,A1/A2,,,,,HJTQ-05-329,ST PETERS OBSIDIAN,510016,,,,,,
508,MRFT-13-40,75,38,207,65,A1/A1,,,,,HJTQ-06-204,REYLANDS NAVIGATOR,512031,,,,,,
539,PQVV-12-35,126,57,180,72,A1/A2,,,,,HJTQ-07-466,PAYNES PROPAGATOR,510014,,,,,,